Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1707789285.233019,12718,0,1
1,NewOrder,1707789285.245823,10905,0,1
1,NewOrder,1707789285.256804,8127,0,1
1,NewOrder,1707789285.264948,8926,0,1
5,StockLevel,1707789285.273893,5861,0,1
1,NewOrder,1707789285.279771,10988,0,1
2,Payment,1707789285.290778,27235,0,1
2,Payment,1707789285.318031,4492,0,1
2,Payment,1707789285.322542,4675,0,1
5,StockLevel,1707789285.327297,2333,0,1
2,Payment,1707789285.329710,2727,0,1
3,OrderStatus,1707789285.332455,3175,0,1
1,NewOrder,1707789285.335648,14470,0,1
2,Payment,1707789285.350138,3040,0,1
2,Payment,1707789285.353195,5106,0,1
1,NewOrder,1707789285.358317,8296,0,1
1,NewOrder,1707789285.366648,9591,0,1
3,OrderStatus,1707789285.376262,2553,0,1
1,NewOrder,1707789285.378833,5592,0,1
2,Payment,1707789285.384445,3053,0,1
2,Payment,1707789285.387516,2342,0,1
2,Payment,1707789285.389874,2407,0,1
1,NewOrder,1707789285.392296,9337,0,1
4,Delivery,1707789285.401654,25468,0,1
2,Payment,1707789285.427141,4878,0,1
2,Payment,1707789285.432040,3480,0,1
2,Payment,1707789285.435540,2714,0,1
2,Payment,1707789285.438271,2568,0,1
1,NewOrder,1707789285.440999,9253,0,1
1,NewOrder,1707789285.450273,4680,0,1
2,Payment,1707789285.454971,2054,0,1
2,Payment,1707789285.457050,7069,0,1
2,Payment,1707789285.464140,3601,0,1
4,Delivery,1707789285.467811,17066,0,1
1,NewOrder,1707789285.484898,6512,0,1
1,NewOrder,1707789285.491428,4380,0,1
2,Payment,1707789285.495825,1965,0,1
1,NewOrder,1707789285.497805,4035,0,1
2,Payment,1707789285.501855,1835,0,1
1,NewOrder,1707789285.503704,5980,0,1
1,NewOrder,1707789285.509699,6709,0,1
2,Payment,1707789285.516426,1978,0,1
1,NewOrder,1707789285.518419,8709,0,1
5,StockLevel,1707789285.527529,1785,0,1
1,NewOrder,1707789285.529327,4876,0,1
1,NewOrder,1707789285.534223,7310,0,1
1,NewOrder,1707789285.541621,9292,0,1
4,Delivery,1707789285.551036,18091,0,1
2,Payment,1707789285.569147,2967,0,1
3,OrderStatus,1707789285.572131,2887,0,1
1,NewOrder,1707789285.575035,7760,0,1
2,Payment,1707789285.582816,1900,0,1
2,Payment,1707789285.584733,2092,0,1
1,NewOrder,1707789285.586845,4876,0,1
2,Payment,1707789285.591739,3569,0,1
2,Payment,1707789285.595328,2701,0,1
1,NewOrder,1707789285.598047,5638,0,1
1,NewOrder,1707789285.603706,9310,0,1
1,NewOrder,1707789285.613037,7293,0,1
2,Payment,1707789285.620353,2567,0,1
5,StockLevel,1707789285.622938,1884,0,1
4,Delivery,1707789285.624841,15579,0,1
2,Payment,1707789285.640442,2593,0,1
1,NewOrder,1707789285.643054,10083,0,1
4,Delivery,1707789285.653420,17801,0,1
3,OrderStatus,1707789285.671242,11731,0,1
1,NewOrder,1707789285.682994,12455,0,1
2,Payment,1707789285.695473,1956,0,1
1,NewOrder,1707789285.697444,7364,0,1
2,Payment,1707789285.704890,2680,0,1
2,Payment,1707789285.707590,1792,0,1
1,NewOrder,1707789285.709395,5437,0,1
1,NewOrder,1707789285.714859,7689,0,1
1,NewOrder,1707789285.722766,3691,0,1
2,Payment,1707789285.726489,1835,0,1
2,Payment,1707789285.728338,2005,0,1
1,NewOrder,1707789285.730359,5892,0,1
1,NewOrder,1707789285.736269,5554,0,1
2,Payment,1707789285.741847,2685,0,1
2,Payment,1707789285.744551,2051,0,1
2,Payment,1707789285.746622,2932,0,1
1,NewOrder,1707789285.749574,5878,0,1
2,Payment,1707789285.755476,3016,0,1
2,Payment,1707789285.758514,1781,0,1
3,OrderStatus,1707789285.760311,1870,0,1
2,Payment,1707789285.762196,1816,0,1
2,Payment,1707789285.764028,1626,0,1
1,NewOrder,1707789285.765669,5432,0,1
1,NewOrder,1707789285.771123,3821,0,1
3,OrderStatus,1707789285.774964,1266,0,1
3,OrderStatus,1707789285.776245,1425,0,1
1,NewOrder,1707789285.777684,3663,0,1
2,Payment,1707789285.781366,12860,0,1
1,NewOrder,1707789285.794248,4117,0,1
2,Payment,1707789285.798390,1949,0,1
2,Payment,1707789285.800359,2207,0,1
1,NewOrder,1707789285.802583,4447,0,1
2,Payment,1707789285.807053,1848,0,1
1,NewOrder,1707789285.808918,4704,0,1
2,Payment,1707789285.813645,2745,0,1
2,Payment,1707789285.816410,2170,0,1
1,NewOrder,1707789285.818595,5538,0,1
5,StockLevel,1707789285.824154,1426,0,1
1,NewOrder,1707789285.825594,4803,0,1
2,Payment,1707789285.830416,4226,0,1
1,NewOrder,1707789285.834664,5921,0,1
1,NewOrder,1707789285.840609,3391,0,1
3,OrderStatus,1707789285.844017,1375,0,1
2,Payment,1707789285.845636,2095,0,1
2,Payment,1707789285.847750,3062,0,1
2,Payment,1707789285.850833,1803,0,1
1,NewOrder,1707789285.852653,5552,0,1
5,StockLevel,1707789285.858227,1205,0,1
2,Payment,1707789285.859505,1597,0,1
2,Payment,1707789285.861118,2693,0,1
5,StockLevel,1707789285.863830,1390,0,1
2,Payment,1707789285.865237,1755,0,1
2,Payment,1707789285.867007,1877,0,1
1,NewOrder,1707789285.868905,5938,0,1
2,Payment,1707789285.874864,1550,0,1
1,NewOrder,1707789285.876429,3509,0,1
2,Payment,1707789285.879956,1880,0,1
2,Payment,1707789285.881910,1632,0,1
2,Payment,1707789285.883561,1662,0,1
2,Payment,1707789285.885243,6665,0,1
2,Payment,1707789285.891933,2180,0,1
1,NewOrder,1707789285.894130,5619,0,1
5,StockLevel,1707789285.900080,1771,0,1
2,Payment,1707789285.902134,1587,0,1
2,Payment,1707789285.903756,3265,0,1
2,Payment,1707789285.907037,1680,0,1
2,Payment,1707789285.908731,3720,0,1
2,Payment,1707789285.912474,1760,0,1
1,NewOrder,1707789285.914253,5492,0,1
2,Payment,1707789285.919822,1852,0,1
1,NewOrder,1707789285.921692,5524,0,1
1,NewOrder,1707789285.927240,5586,0,1
2,Payment,1707789285.932849,1830,0,1
2,Payment,1707789285.934698,2114,0,1
1,NewOrder,1707789285.936829,5152,0,1
2,Payment,1707789285.942004,1963,0,1
1,NewOrder,1707789285.943984,6942,0,1
4,Delivery,1707789285.950949,14495,0,1
2,Payment,1707789285.965465,2793,0,1
2,Payment,1707789285.968276,1449,0,1
2,Payment,1707789285.969739,1397,0,1
1,NewOrder,1707789285.971211,4915,0,1
1,NewOrder,1707789285.976144,3880,0,1
1,NewOrder,1707789285.980040,4943,0,1
2,Payment,1707789285.985004,1887,0,1
3,OrderStatus,1707789285.986907,2545,0,1
2,Payment,1707789285.989470,1742,0,1
2,Payment,1707789285.991231,1571,0,1
2,Payment,1707789285.992816,1822,0,1
2,Payment,1707789285.994654,1952,0,1
1,NewOrder,1707789285.996623,4060,0,1
1,NewOrder,1707789286.000702,5331,0,1
2,Payment,1707789286.006054,1515,0,1
2,Payment,1707789286.007583,1470,0,1
2,Payment,1707789286.009067,1350,0,1
2,Payment,1707789286.010431,2813,0,1
2,Payment,1707789286.013264,1760,0,1
2,Payment,1707789286.015038,1273,0,1
1,NewOrder,1707789286.016324,3051,0,1
1,NewOrder,1707789286.019392,4832,0,1
1,NewOrder,1707789286.024244,4788,0,1
1,NewOrder,1707789286.029052,3786,0,1
1,NewOrder,1707789286.032855,5920,0,1
2,Payment,1707789286.038791,1968,0,1
2,Payment,1707789286.040774,1640,0,1
2,Payment,1707789286.042429,1438,0,1
2,Payment,1707789286.043880,3028,0,1
1,NewOrder,1707789286.046926,4899,0,1
3,OrderStatus,1707789286.051847,3870,0,1
2,Payment,1707789286.055791,3245,0,1
1,NewOrder,1707789286.059113,11010,0,1
2,Payment,1707789286.070146,1834,0,1
2,Payment,1707789286.071997,1396,0,1
2,Payment,1707789286.073406,1333,0,1
2,Payment,1707789286.074811,1611,0,1
1,NewOrder,1707789286.076441,4211,0,1
1,NewOrder,1707789286.080672,5678,0,1
2,Payment,1707789286.086372,2105,0,1
1,NewOrder,1707789286.088500,5459,0,1
3,OrderStatus,1707789286.093982,2543,0,1
1,NewOrder,1707789286.096543,4316,0,1
2,Payment,1707789286.100879,1511,0,1
2,Payment,1707789286.102404,1399,0,1
2,Payment,1707789286.103817,1489,0,1
1,NewOrder,1707789286.105319,3338,0,1
